Balík Miroslav,2025 LS,FALSE,PA1,"Datové typy v programovacích jazycích. Staticky a dynamicky alokované proměnné, spojové seznamy. Modulární programování, procedury a funkce, vstupní a výstupní parametry. Překladač, linker, debugger. Zameranie: dátové typy v jazyku C, možné operácie s nimi. Ukazatele a operácie, ktoré s nimi môžme vykonávať. Staticky a dynamicky alokované premenné.",A,"Napísal som všetko, čo bolo uvedené v zúžení. Pri ústnej skúške bol absolútne v pohode, pýtal sa čo sú statické premenné (keyword static). Ďalej sa spýtal kedy sa staticky alokovaná premenná dostáva do pamäti (záleží, či je globálna alebo lokálna) a následne sme sa dostali k rozdeleniu pamäti v programe (text, data, bss...).",
Žďárek Jan,2024 LS,FALSE,PA1,"Datové typy v programovacích jazycích. Staticky a dynamicky alokované proměnné, spojové seznamy. Modulární programování, procedury a funkce, vstupní a výstupní parametry. Překladač, linker, debugger. Zaměření: Staticky a dynamicky alokované proměnné, spojové seznamy. Modulární programování, procedury a funkce, vstupní a výstupní parametry.",C,,
Kokeš Josef,2025 LS,FALSE,PA1,"Datové typy v programovacích jazycích. Staticky a dynamicky alokované proměnné, spojové seznamy. Modulární programování, procedury a funkce, vstupní a výstupní parametry. Překladač, linker, debugger. Zaměření: Překladač, linker, debugger",B,"Napsal jsem, ze se program zkompiluje (proc se kompiluje atd, ze tam probihaji nejake optimalizace) a potom linkuje, chtel vedet proc se to dela ve 2 krocich, to jsem nerekl. Pak jsem popsal co dela debugger. Jina cast otazky ho nezajimala. ""horsi B""",
Vogel Josef,2025 LS,FALSE,PA2,"Abstraktní datový typ, jeho specifikace a implementace. Zásobník, fronta, pole, seznam, tabulka, množina. Implementace pomocí spojových struktur, stromů a pole. ADT Množina.",C,"Popsal jsem implememntaci množin, doptal se na množinové operace. Nevěděl jsem signatury a axiomy, pospal jsem mu obecně co to je, ale chtěl pojmy.",
Matoušek,2025 LS,FALSE,PA2,"Otázka o polymorfizme, upresnenie: čo je to slicing",A,"Nevedel som vôbec čo je slicing a tak mi to sám vysvetlil, nakoniec sa ma spýtal na čo je dobrý polymorfizmus ""aby mi mohol dať to Ačko"" ",
Vogel Josef,2025 LS,FALSE,PA2,"Objektově orientovaného programování v C++, zapouzdření, dědičnost, atributy a metody, statické atributy a metody, virtuální metody, polymorfismus, abstraktní třídy, výjimky, šablony, přetěžování operátorů, mělká a hluboká kopie. Zaměření: Polymorfismus, podmínky, jeho implementace a využití v C++.",A,"Mega chillman, upřímně jsem to na přípravě šíleně okecával, protože nevím moc co o tom napsat, ale prý se mu to líbilo :D. Napsal jsem tam obecný věci, že můžeme lehce pracovat s objekty, které dědí a přepisují metody svých rodičů (nelíbil se mu název rodič-potomek, říkal něco jako bázová třída). Napsal jsem mu tam i basic ukázku zvířátka, pejska a kočičky a doptával se na to co je to VMT, kde je to uloženo a kdy je vytvořena. TLDR: vytvořena během kompilace, pro každou třídu a je uložena jako const (v bss asi?) a v každé třídě je pointer na tu její tabulku. To jsem moc nevěděl, ale pomáhal mi se k tomu dostat.",
Zkoušející,Semestr,Oborová,Předmět,Otázka,Známka,Poznámka,@dropdown
Fesl Jan,2025 LS,FALSE,PSI,Systém doménových jmen (DNS),B,"Napsala jsem základní informace o dns, které jsou ve slidech, ptal se na dzz a jaké jsou jeho typy (a, aaaa, ns, mx, ptr), jak vypadá reverzní dotaz, dnssec. Ptal se k čemu se ještě používá dns a chtěl slyšet load balancing.",
Yelena Trofimova,2025 LS,FALSE,PSI,"25. Zúžení na NAT. Popis NAT na síťové a transportní vrstvě, k čemu tyto dvě vrstvy slouží. Na jakém zařízení obvykle pracuje NAT. Jakým způsobem a s jakými položkami hlavičky dat NAT pracuje. Veřejné a privátní IP adresy a jejich souvislost s NAT.
",A,,
MIroslav Prágl,2025 LS,FALSE,PSI,"OSI/ISO model, linková a síťová vrstva - Mějme firemní síť - na modelu komunikace mezi dvěmi stanicemi nebo mezi stanici a serverem v internetu popište komunikaci, protokoly a použité vrstvy",A,"Jen jsem nakreslil 2 stanice spojene pres switch a ten do routeru, ktery vede do netu. Napsal jsem, že ty dve stanice mezi sebou potrebuji MAC adresu a pro komunikaci s netem IPv4. Popsal jsem IPv4, switch, prepínání, ICMP, ARP, DHCP. Doptal se pak k cemu je IPv6, a jestli znam neco k dynamickemu smerovani. OBECNE MEGA V POHO TYPEK",
Moucha Alexandru,2025 ZS,FALSE,PSI,"ISO/OSI model, enkapsulace a dekapsulace posílaných dat, princip IP adresace. Linková vrstva, podvrstvy LLC. MAC, síťová zařízení, princip přepínání. Virtuální sítě (VLAN). Síťová vrstva, směrovače, princip směrování, protokoly IPv4 a IPv6, statické a dynamické směrování. 
Upřesnění: vysvětlení přepínání Ethernet, směrování IP. Směrovač připojený ke dvěma sítím, jedna síť 10.0.0.0/8, PC s adresou 10.1.1.1, druhá síť 8.0.0.0/8, na směrovači NAT, veřejná adresa 1.2.3.4, nexthop směrem do sítě 8.0.0.0/8 s adresou 1.2.3.5, vysvětelete co se stane když PC pošle PRVNÍ packet na adresu 8.8.8.8.",A,,
Černý Viktor,2025 LS,FALSE,PSI,"Transportni vrstva, protokol TCP, spolehlivost doručení paketů, zahlcení, srovnání s protokolem UDP. Překlad síťových adres (NAT) na síťové a transportní vrstvě. Systém doménových jmen (DNS). Zadání bylo rozepsanější, chtěl popis jaký účel má transportní vrstva, jaké rozdílné a společné vlastnosti má TCP a UDP, jak se zajišťuje spolehlivost doručení paketů. Pak co je to zahlcení, jak se mu dá předcházet. A jak protokoly TCP a UDP souvisí s NATem. ",A,"Byl spokojený s tím, co jsem mu napsal. Doptal se co je port - stačilo že číslo, jak vypadá hlavička TCP/UDP - chtěl slyšet jenom že je tam zdrojový a cílový port.",
Černý Viktor,2025 LS,FALSE,PSI,"IP adresy a DNS, upřesnění: Napsat rozdíly mezi IPv4 a IPv6 adresou, jak souvisí maska s adresou podsítě, jak souvisí doménové jméno s IP adresou, jaké máme druhy DNS serverů a dotazů, jak probíhá vyhodnocení DNS dotazu.",,,
Černý Viktor,2025 LS,FALSE,PSI,"ISO/OSI model, enkapsulace a dekapsulace posílaných dat, princip IP adresace. Zaměření: Stručně popiště co dělají první čtyři vrstvy ISO/OSI modelu, ke druhé až čtvrté vrstvě napiště dva nejznámější protokoly. Popište jak funguje a kde probíha enkapsulace a dekapsulace dat. Princip IP adresace.",A,,
Kokeš,2025 LS,FALSE,PSI,"ISO/OSI model, enkapsulace a dekapsulace posílaných dat, princip IP adresace. Linková vrstva, podvrstvy LLC. MAC, síťová zařízení, princip přepínání. Virtuální sítě (VLAN). Síťová vrstva, směrovače, princip směrování, protokoly IPv4 a IPv6, statické a dynamické směrování.",,"Doptaval se na vyznam ISO vrstev, k cemu je kazda",
Smítka Jiří,2025 LS,FALSE,PSI,"ISO/OSI model, enkapsulace a dekapsulace posílaných dat, princip IP adresace. Linková vrstva, podvrstvy LLC. MAC, síťová zařízení, princip přepínání. Virtuální sítě (VLAN). Síťová vrstva, směrovače, princip směrování, protokoly IPv4 a IPv6, statické a dynamické směrování. zameření: něco co je router/switch, jaky je mezi nimi rozdíl, co je bridge",A,"Docela free, napsal jsem i věci na co se neptal (neměl jsem co těch 40min dělat), něco škrtnul, něco ne, vesměs se na nic extra nepsal a stačilo vše na papíru, až na nějakou drobnost.",
Smítka Jiří,2025 LS,FALSE,PSI,DNS - reverzní překlad,D,"Popsal jsem celý proces překladu DNS: doména -> IP, včetně všech serverů, ale nevěděl jsem, jak funguje reverzní překlad, ani jsem se to neučil.",
Moucha Alexandru,2024 LS,FALSE,PSI,TCP vs UDP,A,,
Smítka,2024 LS,FALSE,PSI,"Switche, MAC adresy, způsob předávání rámců, nalezení gateway v lokální síti",,,
Kokeš Josef,2025 LS,FALSE,PSI,"ISO/OSI model, enkapsulace a dekapsulace posílaných dat, princip IP adresace. Linková vrstva, podvrstvy LLC. MAC, síťová zařízení, princip přepínání. Virtuální sítě (VLAN). Síťová vrstva, směrovače, princip směrování, protokoly IPv4 a IPv6, statické a dynamické směrování. Blíže nespecifikováno.",A,"Na papír jsem napsal OSI model, o IP adresaci a linkové vrstvě a VLAN, o síťové vrstvě a dalších věcech jsem nic napsat nestihl. Potom se mě doptával na IPv6, já pravil jen že to je na dlouhé povídání a že adresa IPv6 má 128 bitů a to mu stačilo.",
     ,2025 LS,FALSE,PSI," ISO/OSI model, enkapsulace a dekapsulace posílaných dat, princip IP adresace. Linková vrstva, podvrstvy LLC. MAC, síťová zařízení, princip přepínání. Virtuální sítě (VLAN). Síťová vrstva, směrovače, princip směrování, protokoly IPv4 a IPv6, statické a dynamické směrování. (Bez zaměření)",,"Otázka byla bez zaměření, tak jsem tedy napsal co jsem zrovna vybavil. Ptal se o jakou vrstvu ISO modelu se stará operační systém (o trasportní?). Ptal se na jaké vrstve ISO modelu běží DHCP (Aplikační?)",
Vacková Jana,2025 LS,FALSE,PST,"Náhodné veličiny, diskrétní a spojité náh. veličiny, rozdělení náhodných veličin",C,,
Vacková Jana,2025 LS,FALSE,PST,"SPOL.21-27: Základy matematické statistiky, náhodný výběr, bodové odhady pro střední hodnotu a rozptyl, intervalové odhady pro střední hodnotu, testování statistických hypotéz o střední hodnotě. Zaměření na bodové a intervalové odhady střední hodnoty. A hlavní rozdíly mezi nimi.",A,"Nejprve jsem definoval náhodný výběr a výběrový průměr, potom jsem popsal bodový odhad (aproximace parametru, definice, nestrannost, konzistentnost) pak jsem napsal, že výběrový průměr je nestranným a konzistentním odhadem parametru mí. Pak jsem neveděl co napsat, tak jsem popsal metodu momentů (na exponenciálním rozdělení). Potom jsem popsal intervalové odhady (interval spolehlivosti plus vzoreček se známým i neznámým rozptylem). Na závěr jak se liší. Popsáno 3,5 A4. Doptávala se hlavně na to co nemohla přečíst (bohužel já taky ne) a nakonec na CLV v intervalových odhadech.",
Hrabák,2025 LS,FALSE,PST,"Pravidla pro výpočty pravděpodobností, Bayesův vzorec. Náhodné veličiny, příklady rozdělení, distribuční funkce, hustota, momenty. Nezávislost náhodných jevů a veličin. Centrální limitní věta, zákony velkých čísel. Zaměřte se na nezávislost náhodných jevů a veličin.",D,"Napsal jsem v podstatě vše, ale měl trochu zmatek v některých pojmech (distribuční funkce a hustota pravděpodobnosi) a značení (co se značí velkými a co malými písmeny), ale s  pár menšími a jedné hodně velké nápovědě jsem zodpověděl vše na co se Hrabák ptal. Hrabák byl při zkoušení příjemný a když jsem něco nevěděl tak pomáhal, ptal se pouze na věci co se mu v papíru nelíbyli, zbytek řekl že mám ok. Celkově jsem čekal spíš C, ale dostal jsem D.",
Petr Ivo,2025 LS,FALSE,PST,"Základy matematické statistiky, náhodný výběr, bodové odhady pro střední hodnotu a rozptyl, intervalové odhady pro střední hodnotu, testování statistických hypotéz o střední hodnotě. Zúženie: náhodný výber, vyberový priemer, rozptyl. Konfidenčné intervaly pre strednú hodnotu, hypotézy o strednej hodnote",A,,
Dedecius Kamil,2025 LS,FALSE,PST,"Pravidla pro výpočty pravděpodobností, Bayesův vzorec. Náhodné veličiny, příklady rozdělení, distribuční funkce, hustota, momenty. Nezávislost náhodných jevů a veličin. Centrální limitní věta, zákony velkých čísel. Zaměřte se na náhodnou veličinu, linearitu náhodné veličiny a momenty",A,,
Dedecius Kamil,2025 LS,FALSE,PST,Distribuční funkce,,,
Hülle Robert,2025 LS,FALSE,SAP,"Kódy pro zobrazení čísel se znaménkem a realizace aritmetických operací (paralelní sčítačka/odčítačka, realizace aritmetických posuvů, dekodér, multiplexor, čítač). Reprezentace čísel v pohyblivé řádové čárce. Zúžení: reprezentace čísel v doplňkovém kódu, sčítání, posuvy, detekce overflow.",A,"Popsal jsem fungování čísel v doplňkovém kódu, co se děje v jednotlivých posunech, následně jsem napsal co je overflow a nakreslil 3-bitovou sčítačku/odčítačku s detekcí overflow pro doplňkový kód (takovou tu z přednášky). Byl spokojený, jediné, co chtěl ještě vědět, bylo, jak se detekuje overflow v aritmetickém posunu, což ze mě musel páčit (odpověď: pokud posouváte doprava, tak k overflow nikdy nedojde, pokud doleva, tak porovnáváte, jestli se změnil první bit nebo ne).",
Hülle Robert,2025 LS,FALSE,SAP,"Architektura číslicového počítače, instrukční cyklus počítače, základní třídy souborů instrukcí (ISA). Paměťový subsystém počítače, paměťová hierarchie, skrytá paměť (cache). Zaměřte se na architekturu číslicového počítače, popište instrukční cyklus počítače.",A,"Doptával se na to, co vůbec vlastně znamená ""oddělená paměť pro instrukce a data"". Ptal se, kdy nastává přerušení. Otázku jsem víceméně napsala podle APS, doptával se na to, co je RISC a CISC, jaké jsou rozdíly, což ani nevím, jestli se v SAPech bere :DD Též ho zajímaly typy ISA",
Štepanovský Michal,2025 LS,FALSE,SAP,"Spol 30 - Kódy pro zobrazení čísel se znaménkem a realizace aritmetických operací (paralelní sčítačka/odčítačka). Reprezentace čísel v pohyblivé řádové čárce. (""Zúžení"" nebyly tam posuvy, čítače apod)",A,"Doptal se abych ukázal jak převést desetinné číslo do IEEE 754. Taky chtěl slyšet název jiného principu než je paralelní sčítačka - stačilo říct ""carry look-ahead"" bez vysvětlení. Jinak mega chill.",
Daňhel Martin,2024 LS,FALSE,SAP,"Zaměřte se na architekturu číslicového počítače, rozdíl mezi von Neumannovou a Harvardskou architekturou, popište blokové schéma instrukčního cyklu počítače, co je to ISA a rozdíl mezi zásobníkovou a GPR ISA, a kdy a jak vzniká přerušení. (prostě první část BI-SPOL-28)",,"U přerušení chce vědět co přesně se děje, jak se skáče z paměti, snažil se mi pomoct tím, že se mnou chtěl probrat jestli si vzpomenu co se dělo když jsme na cvikách SAPů zvyšovali hodnotu čítače, a pak došlo k přerušení, tak co se přesně dělo.",
Hülle Robert,2024 LS,FALSE,SAP,"Kombinační a sekvenční logické obvody (Mealy, Moore), popis a možnosti implementace na úrovni hradel. Minimalizace vyjádření logické funkce s využitím map. Zaměřte se na návrh sekvenčních logických obvodů. Uveďte jednoduchý příklad.",,,
Hülle Robert,2024 LS,FALSE,SAP,"Kódy pro zobrazení čísel se znaménkem a realizace aritmetických operací (paralelní sčítačka/odčítačka, realizace aritmetických posuvů, dekodér, multiplexor, čítač). Reprezentace čísel v pohyblivé řádové čárce. Zaměřte se na reprezentaci čísel v pohyblivé řádové čárce.",,,
Kohlík Martin ,2024 LS,FALSE,SAP,"Sekvenční logické obvody (Mealy, Moore), popis a možnosti implementace. (naopak bez kombinačních)",A,,
Novotný Martin,2024 LS,FALSE,SAP,"Kombinační a sekvenční logické obvody (Mealy, Moore), popis a možnosti implementace na úrovni hradel. Minimalizace vyjádření logické funkce s využitím map.",A,"Napsal jsem mu tam to, co říkal na nalejvárně.",
Vágner Ladislav,2025 LS,FALSE,SAP,Reprezentace čísel v posuvné řadové čárce,C,"Nečekal jsem, že mě z tohohle bude zkoušet Láďa, napsal jsem reálně vše, co k tomuhle zužení jde napsat (přibližně celý ten jeden list). Pak se mě začal doptávat, který exponent vybíráme, když sčítáme 2 čísla, což jsem nevěděl. Následně mi zdůraznil, že IEEE standard má zásadně 64b float.",
Skrbek Miroslav,2025 LS,FALSE,SAP(APS),"Paměťová hierarchie se skrytou pamětí (cache memory), principy lokality a fungování skryté paměti. Architektura přímé, částečně asociativní, plně asociativní skryté paměti.",,,
Jureček Martin,2025 LS,TRUE,UKB,"Hrozby síťové bezpečnosti, základní kategorie síťových útoků, principy DoS útoků (konkrétní příklady/techniky). Principy obrany proti síťovým útokům v moderních sítích.",A,,
,2024 LS,FALSE,XYZ,Text,Voliteľné,"Napíšte pocit, viac info...",
Kokeš Josef,2025 LS,TRUE,ZSB,"Forenzní analýza souborových systémů, principy, možnosti obnovy smazaných dat",C,"Vůbec jsem ji nečekal, takže jsem to moc neuměl (resp uměl těch par věcí, co bylo ve slidech, ale jen povrchně). Bez upřesnění, ale chtěl vědět konkrétně, co se tam děje, jak bych tedy postupoval při obou způsobech (takže slidy tomu vůbec nepomohly). Myslel jsem, že mě vyhodí, ale dost mě podržel a snažil se napovídat.",
Guth Ondřej,2024 LS,FALSE,,,B,"Napsal jsem definice všeho, co je v zadání. Determinizaci jsem popsal na jednoduchém příkladu, minimalizaci jsem popsal high-level, oboje stačilo. Zasekl jsem se u toho, když jsem měl vyřešit jednoduché příklady (návrh gramatiky, řešení rovnice), nějak jsem se do toho zamotal.",
Jureček Martin,2025 LS,TRUE,,???,,,
Borkovcová Monika,2025 LS,TRUE,,"Životní cyklus projektu. Výchozí podmínky, vize a cíle projektu, strategický a akční plán, ukazatele postupu, matice odpovědnosti.",A,,
Borkovcová Monika,2025 LS,TRUE,,"Obchodní procesy, BPMN",,,
Buchtela David,2025 LS,TRUE,,MI.21-4: Klasifikace a kalkulace přímých a nepřímých nákladů v podniku. Nákladová funkce a bod zvratu. Strategie stanovení prodejní ceny produktu.,A,,
David Buchtela,2025 LS,TRUE,,Dlouhodobý a oběžný majetek ve finančním účetnictví. Účetní a daňové odpisy majetku.,B,"U ústní se mě ptal na to, jak postupovat, když se liší účetní a daňové odpisy (snížením/zvýšením daňového základu)",
Hunka Jiří ,2025 LS,TRUE,,"Zaměření na analýzu a správu požadavků, cíle, kategorizace, kdy je navrhujeme, diagram, UC/scénáře a ukázat na nějakém svém příkladu jednoduchém ",,,
Jiří Hunka,2025 LS,TRUE,,"Klasické a agilní metodiky vývoje software (základní principy, vhodnost použití, řešené problémy). 
Základní popis metodik Unified Process (UP) a SCRUM.
Zúžení: definice metodiky vývoje software, agilní metodiky (definice, princip, výhody, nevýhody)",B,"Hunka je gigachad, popsala jsem jen půl stránky, netušila jsem skoro nic, tak nějak řekl, že s tím, co tam je, souhlasí, ale že to spolu rozvedeme, ptal se na nějaký věci, co šly z jeho otázky fakt zodpovědět i bez jakýkoliv znalosti a pak se taky ptal stylem ""tohle by mělo být takhle, že jo?"" a stačilo odkývat",
Valenta Michal,2024 LS,TRUE,,Normalizace relačního schématu - uvést příklad v jakých případech je vhodné provést normalizaci a kdy ne,A,"Popsal jsem všechny normální formy včetně příkladů normalizace. Dál se mě zeptal, co je to funkční závislost, kdy se nevyplatí normalizovat databázi a zda se při normalizaci zvyšuje počet tabulek.",
Pavlíček Josef,2024  LS,TRUE,,"Pokročilé principy dotazování v SQL: agregace, vnější spojení, vnořené dotazy, všeobecná kvantifikace. Zaměřte se na levé spojení, vysvětlete toto spojení na dvou entitách, jak v SQL, tak relační algebře ",,,
Michal Valenta,2025 ZS,TRUE,,"Modelování obchodních procesů (UML diagram aktivit), analytický doménový model (UML diagram tříd, UML stavový diagram), analýza a správa požadavků (cíle, kategorizace, UML diagram případů užití, scénáře případů užití). Zúžení: UML diagram tříd, ukázat praktický příklad.",A,"Napsal jsem k čemu class diagram je, co jsou entity, atributy, metody, vztahy (dědění a klasický vztah). Parcialita, kardinalita. Na příkladu jsem ukázal 2 entity se vztahem + dědění. Doptával se na ten příklad hlavně, zejména na parcialitu.",
Pauš Petr,2025 LS,TRUE,,"Rozšířená realita(XR) - základní principy, frameworky, enginy, použití, technologie",A,,
Schmidt Jan,2025 LS,TRUE,,"24. Průzkum uživatelů, doménová a kontextová analýza. Vyjmenovat hlavní fáze...",B,,
Schmidt Jan,2025 LS,TRUE,,"Prediktivní a interpretativní metody vyhodnocování a testování uživatelských rozhraní. Testování použitelnosti. Zaměření: Expertní metody, jejich
úlohy a nevýhody.",A,,
Petr Pauš,2025 LS,TRUE,,"Filtrace v prostorové oblasti - Vyjmenujte a popište filtry, vysvetlete konvoluci na 2D bitmapovem obrazu",A,"Popsal jsem co je filtrace, konvlouce, filtr - linearni/nelinearni a jake filtry znam, k  cemu jsou. Pak se akorat doptal, jak doplnime okraje, kdyz pocitame krajni pixely",
Kubátová Hana,2025 ZS,TRUE,,"Systémy reálného času, jejich klasifikace a základní terminologie. „hard“ a „soft“ systémy, periodické, sporadické a aperiodické systémy, systémy řízené časem a/nebo událostmi. WCET. Upřesnění: Vysvětlit na příkladu rozdíl mezi systémy řízenými událostmi a časem.",A,,
Martin Kohlík,2026 ZS,TRUE,,"Vztah mezi proudem a napětím na rezistoru, kondenzátoru a cívce, sériové a paralelní řazení shodných prvků (rezistorů, kondenzátorů a cívek).",A,"Stačilo mu v zásadě tří rovnice na proud-napětí a ještě šest na spojení, nic jiného nechtěl, takže celkem pohoda.",
Hunka Jiří ,2025 ZS,TRUE,,"Pokročilé principy dotazování v SQL: agregace, vnější spojení, vnořené dotazy, všeobecná kvantifikace. Vnější spojení - vysvětlete na přikladech; vnořené dotazy - ve kterych prikazech se muzou objevit, co jsou (ne)vztazene dotazy",,,
Matoušek Jan,2025 ZS,TRUE,,"Pokročilé principy dotazování v SQL: agregace, vnější spojení, vnořené dotazy, všeobecná kvantifikace. Zaměřte se na agregační funkce, jak fungují, potřebné příkazy a popište na vhodném příkladu.",,,
Jan Matoušek,2025 LS,TRUE,,"Ukázát příklad REST api, diskutovat jak reprezentovat chybové stavy",,,
Jan Matoušek,2025 LS,TRUE,,Transformace konceptuálního schématu (v ER nebo jiné notaci) na relační: Na vhodných příkladech ukažte transformaci různých vazeb podle kardinality a silné/slabé entity,A,,
Jan Matoušek,2025 LS,TRUE,,"Transformace konceptuálního schématu (v ER nebo jiné notaci) na relační. Zameranie: Na vhodných príkladoch ukážte transformácie rôznych kardinalít a parcialít, silné a slabé entity. Definujte všetky použité pojmy.",A,"Na vymyslených príkladoch som popísal všetky možné transformácie, ISA som nestihol dokončiť. V definíciách som ""definoval"" kardinalita, parcialita, slabá a silná entita. Pri skúšaní sa bližšie pýtal na ""množinový""/relačný zápis cudzích kľúčov (taký ten zápis s podmnožinou) a čo tam znamenajú jednotlivé strany. Ďalej mi potom ešte sám vymyslel príklad na transformáciu M:N kde jedna strana je slabá entita a chcel aby som to spravil na papier. Bol milý a absolútne v chille.",
Jan Matoušek,2025 LS,TRUE,,Způsoby rychlého přístupu k datům. Zaměřte se na indexy a jejich vlastnosti,B,Extremne vychillenej říkal jsem tam blbosti a byl v pohodě. ,
Jiří Hunka,2025 LS,TRUE,,"Transformácia konceptuálneho na relačný, ak viete tak aj do DDL, vysvetliť na 1:1, 1:N s rôznymi kardinalitami",B,,
Mlejnek Jiří,2025 LS,TRUE,,"Nástroje pro podporu tvorby softwarových produktů: Sledování chyb a správa úkolů (používané nástroje, typický životní cyklus úkolu/chyby), správa a sdílení zdrojových kódů (principy řešení spolupráce, hlavní přínosy, používané nástroje).",B,"Byl tam celý okruh. Popsal jsem skoro vše, ale zapomněl jsem na zamykací režim a nemohl jsem si vzpomenout ani potom, co mi fakt dost napovídal.",
Mlejnek Jiří,2025 LS,TRUE,,"Zajištění kvality software: Typologie testů, black vs. white box, automatizace testů, statická analýza kódu, code review, zranitelnosti aplikací.",A,"Celá otázka, free",
Novák Petr,2025 LS,FALSE,,"Testovanie hypotéz, intervalové odhady pre strednú hodnotu.",C,"Veľmi milý prístup, spravil som chybu, že som napísal niečo, čím som si nebol 100% istý (nevedel som si spomenúť ako sa volá HLADINA SPOLEHLIVOSTI), ináč som mal všetko spísané veľmi stručne a potom sa ma dopytoval na jednotlivé časti z intervalu so strednou hodnotou, čo som mu vysvetlil, taktiež sa ma opýtal, ak nepoznám rozptyl ako by som to vyriešil => výberový rozptyl, snažil sa zo mňa vytiahnuť chybu 1. a 2. rádu, čo som vôbec nevedel a dal mi viac než dosť nápovied ale mal som úplné okno, s C som spokojný myslím, že to presne odráža, čo som predviedol",
Ondřej Rozinek,2025 LS,TRUE,,Transformace ER modelu na model relační. Ukázat M:N vztah.,,,
Pavlíček,2025 LS,TRUE,,"Transformace konceptuálního schématu (v ER nebo jiné notaci) na relační. + příklad, ve kterém bylo potřeba vymodelovat zadané entity (zvíře, druh_zvířete, ZOO) v ER notaci a následně převést na relační schéma, zapsané pomocí relační algebry.",A,"Celkem pohoda jediné co jsem nevěděl bylo jak se značí povinnost a unikátnost atributů v relačním modelu. (* - povinny, o - nepovinny, # - klíč, U - unique)",
Pavlíček Josef,2025 LS,TRUE,,"Převod konceptuálního schématu na relační. Nechtěl teorii, šlo jenom o konkrétní příklad - namodelovat Muž, Žena, Dítě s nějakými povinnými a nepovinnými atributy. Muž a žena můžou ale nemusí být v manželství, dítě musí mít otce i matku. Pak to převést do relačního modelu.",B,"S konceptuálním byl spokojený, akorát jsem popletl povinnost - popsal jsem to dobře, ale prohodil jsem která strana je čárkovaná a která plná. Akorát to nakreslil správně a nehrotil. S tím relačním jsem byl dost mimo, zapomněl jsem jak to správně vypadá a vařil jsem z vody. Dost jsme se točili v kruhu okolo id toho dítěte - mělo být že má id obou rodičů povinně + ještě nějaký parametr součástí id. Myslím že jsme oba řikali to samý ale nechápali jsme se. Nakonec to vzdal a šel dál. Pak mi tam ještě zapisoval nějaký vztahy s podmnožinama, to jsem vůbec netušil, ale dělal jsem že vím a odkýval jsem mu to.",
Pavlíček Josef,2025 LS,TRUE,,"Pokročilé principy dotazování v SQL: agregace, vnější spojení, vnořené dotazy, všeobecná kvantifikace. Zaměření: left join v SQL a RA, demonstrovat na příkladu.",A,"Ptal se i na RA, a jak by se udělal left join pouze s naturálním spojením.",
Rybola Zdeněk ,2025 LS,TRUE,,"18. Vzory používané během návrhu, Zaměření na Abstraktní továrnu a Továrnu, uvést příklady",,,
Suchánek Marek,2025 LS,TRUE,,"Konceptuální modelování, jeho význam, základní pojmy a způsoby modelování reálného světa. OntoUML a jeho konstrukty. Upřesnění: Co je to OntoUML, vztah OntoUML a UFO, kategorizace entit v OntoUml a UFO",,,
Suchánek Marek,2025 LS,TRUE,,"Konceptuální modelování, jeho význam a přínosy pro vývoj softwaru. Formální vs. neformální jazyky a diagramy. Příklady.",A,,
Tomáš Zahradnický,2025 LS,FALSE,,Minimalizace logických funkcí s použitím Karnaughovych map + nakreslit příklad pro 4 proměnné. ,,,
Valenta Michal,2025 LS,TRUE,,"Specifikace omezení v modelech, jazyk OCL.",A,"Stačil basic popis omezení v modelu, měl jsem to napsaný jen na ten kousek volného místa na přední straně papíru (asi 3/4), ukázka jednoduchého ocl a vesměs doplňující dotazy neměl.",
Valenta Michal,2025 LS,TRUE,,"Kontinuální integrace, nástroje pro sestavení aplikace, definice pipeline, release management, sémantické verzování, nasazení aplikace, správa prostředí, přínosy kontejnerizace a používané nástroje. Bez zaměření",,,
Bělohoubek Jan,2024 LS,FALSE,,"Kódy pro zobrazení čísel se znaménkem a realizace aritmetických operací (paralelní sčítačka/odčítačka, realizace aritmetických posuvů, dekodér, multiplexor, čítač). Reprezentace čísel v pohyblivé řádové čárce. Zaměření: Reprezentace čísel v pohyblivé řádové čárce ve standardu IEEE 754, výhody oproti pevné řádové čárce.",B,"Dost jsem se polekal, protože to zúžení otázku zúžilo tak na 5 řádků textu, což mi přišlo strašně málo, tak jsem pro jistotu napsal že rád případně doplním i reprezentaci celých čísel případně a na druhou stranu nakreslil aspoň realizaci sčítačky a posuvů. Doptání na kolik bitů patří mantise a exponentu podle daného standardu, a trošku jsem si naběhl tím kreslením sčítačky a posuvů na doptání co je barrel shifter a k čemu je predikce u sčítačky.",
Borkovcová Monika,2024 LS,TRUE,,Transformace konceptuálního schématu (v ER nebo jiné notaci) na relační.,,"Bylo u toho napsané zaměření, ale bohužel už si ho nepamatuju. Vím jen, že chtěla slyšet, jaké existují datové typy. ",
Buchtela David,2024 LS,TRUE,,"Majetková a kapitálová struktura, bilanční pravidla a způsoby jejich (ne)dodržování - bez zúžení",,,
Jureček Martin,2024 LS,FALSE,,"Používejte spisovný jazyk. Mnohem lépe se to čte a nestane se tak, že by člověku utkvěla v hlavě neformální formulace.",,,
